module,user_id,course_id,teacher_id,group_template_id,level,course_name,enrolled_at,lessons_viewed,content_viewed,content_threshold_status,online_attended_status,solved_homeworks_count,required_homeworks_status,current_control_status,pa_score,pa_passed_status,pa_submitted_at,reflection_status,target_status
1,704145,1029,700669,1104,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,19,93.37994,Да,Да,60,Да,Да,12.0,Да,2025-12-04,,Завершил
1,703700,1029,727409,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,16,80.86957,Да,Нет,60,Да,Да,14.75,Да,2025-12-04,,Завершил
1,703700,1029,731445,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,16,80.86957,Да,Нет,60,Да,Да,14.75,Да,2025-12-04,,Завершил
1,703709,1030,700089,1070,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,99.70588,Да,Да,60,Да,Да,14.0,Да,2025-11-25,,Завершил
1,706554,1029,699911,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-01,20,97.76674,Да,Да,60,Да,Да,11.0,Да,2025-11-30,,Завершил
1,706554,1029,700592,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-01,20,97.76674,Да,Да,60,Да,Да,11.0,Да,2025-11-30,,Завершил
1,704789,1030,700669,1118,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,2.7906976,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704021,1029,700669,1106,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,0,1.1086956,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,711925,1030,702887,1153,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-29,19,95.434784,Да,Нет,60,Да,Да,13.5,Да,2025-11-29,,Завершил
1,711961,1030,702887,1153,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-29,19,94.00725,Да,Нет,60,Да,Да,14.0,Да,2025-11-30,,Завершил
1,703678,1030,718895,1143,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,706848,1029,700669,1106,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-23,18,89.95872,Да,Да,60,Да,Да,13.33,Да,2025-12-05,,Завершил
1,710567,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-25,0,1.753726,Нет,Нет,60,Да,Да,,Не сдавал,,,Отчислен
1,706544,1029,699911,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-01,19,92.06946,Да,Да,60,Да,Да,12.0,Да,2025-11-30,,Завершил
1,706544,1029,700592,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-01,19,92.06946,Да,Да,60,Да,Да,12.0,Да,2025-11-30,,Завершил
1,703952,1029,700057,1073,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,97.80391,Да,Да,60,Да,Да,13.0,Да,2025-11-29,,Завершил
1,703794,1029,699869,1068,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,90.6382,Да,Нет,60,Да,Да,13.0,Да,2025-12-04,,Завершил
1,704790,1029,700669,1106,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,3,15.0,Нет,Нет,9,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705151,1030,699912,1109,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,19,97.60155,Да,Да,60,Да,Да,11.5,Да,2025-11-29,,Завершил
1,704672,1030,718895,1143,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,98.028885,Да,Да,60,Да,Да,12.75,Да,2025-11-29,,Завершил
1,705517,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,706386,1029,699911,1165,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-03,20,100.0,Да,Да,60,Да,Да,12.0,Да,2025-11-30,,Завершил
1,704222,1029,730208,1169,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,8.268768,Нет,Нет,13,Нет,Да,,Не сдавал,,,Отчислен
1,703712,1029,727409,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,99.0769,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,703712,1029,731445,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,99.0769,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,705058,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,17,85.498314,Да,Да,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,704174,1029,699869,1068,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,16,90.07944,Да,Нет,60,Да,Да,14.0,Да,2025-12-04,,Завершил
1,703563,1029,718537,1060,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705301,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705152,1030,699911,1120,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,98.14913,Да,Да,60,Да,Да,15.0,Да,2025-11-30,,Завершил
1,704802,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705042,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,19,97.38636,Да,Нет,60,Да,Да,13.0,Да,2025-12-05,,Завершил
1,706188,1029,702887,1160,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,96.611115,Да,Нет,60,Да,Да,12.0,Да,2025-12-03,,Завершил
1,704156,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,18,87.81499,Да,Да,60,Да,Да,14.0,Да,2025-11-29,,Завершил
1,704975,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,97.23832,Да,Да,60,Да,Да,14.75,Да,2025-12-05,,Завершил
1,704894,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,99.111115,Да,Да,60,Да,Да,13.0,Да,2025-11-29,,Завершил
1,705447,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,5.770531,Нет,Нет,9,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705424,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,17,85.980675,Да,Да,60,Да,Да,15.0,Да,2025-12-05,,Завершил
1,704578,1030,699907,1122,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,93.32949,Да,Да,60,Да,Да,12.5,Да,2025-11-28,,Завершил
1,703909,1029,720071,1069,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,18,90.30232,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,703646,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,12,59.44722,Нет,Нет,1,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705435,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,19,92.143425,Да,Да,60,Да,Да,14.0,Да,2025-12-04,,Завершил
1,705654,1030,699911,1120,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,97.394104,Да,Да,60,Да,Да,9.0,Да,2025-11-27,,Завершил
1,706618,1029,699911,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,18,91.03391,Да,Да,60,Да,Да,12.33,Да,2025-11-29,,Завершил
1,706618,1029,700592,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,18,91.03391,Да,Да,60,Да,Да,12.33,Да,2025-11-29,,Завершил
1,705904,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,5,25.434782,Нет,Нет,18,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704206,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,97.75084,Да,Да,60,Да,Да,14.0,Да,2025-11-28,,Завершил
1,706887,1030,732739,1197,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,98.57919,Да,Нет,60,Да,Да,12.0,Да,2025-12-04,,Завершил
1,705032,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,19,95.97332,Да,Да,60,Да,Да,14.0,Да,2025-12-03,,Завершил
1,704209,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,19,95.60387,Да,Да,60,Да,Да,13.0,Да,2025-11-29,,Завершил
1,707058,1030,700089,1108,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,97.76005,Да,Да,60,Да,Да,14.0,Да,2025-11-30,,Завершил
1,715098,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-10-02,2,9.777778,Нет,Нет,3,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704190,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,17,86.5897,Да,Да,60,Да,Да,12.0,Да,2025-11-29,,Завершил
1,706483,1029,699911,1165,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-02,20,96.02364,Да,Да,60,Да,Да,12.0,Да,2025-11-30,,Завершил
1,704232,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,15,82.90283,Да,Да,60,Да,Да,13.0,Да,2025-12-04,,Завершил
1,709470,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-23,19,91.236496,Да,Да,60,Да,Да,11.0,Да,2025-12-05,,Завершил
1,705086,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,19,94.72631,Да,Да,60,Да,Да,11.0,Да,2025-12-05,,Завершил
1,704555,1030,699907,1122,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,91.505615,Да,Да,60,Да,Да,12.5,Да,2025-11-27,,Завершил
1,704226,1030,700669,1118,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,709054,1029,720071,1069,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-22,19,95.263565,Да,Да,60,Да,Да,15.0,Да,2025-12-05,,Завершил
1,705067,1029,720071,1069,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,17,89.84245,Да,Да,60,Да,Да,14.33,Да,2025-12-04,,Завершил
1,709052,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-22,18,91.63576,Да,Да,60,Да,Да,12.0,Да,2025-12-04,,Завершил
1,704318,1029,720071,1069,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,16,85.89282,Да,Нет,60,Да,Да,15.0,Да,2025-12-04,,Завершил
1,710968,1029,700140,1061,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-25,18,88.461815,Да,Нет,60,Да,Да,10.33,Да,2025-12-04,,Завершил
1,703788,1030,732739,1197,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,98.0481,Да,Нет,60,Да,Да,12.0,Да,2025-12-07,,Завершил
1,704217,1029,727409,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,1,8.604651,Нет,Да,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704217,1029,731445,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,1,8.604651,Нет,Да,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704104,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,99.6715,Да,Да,60,Да,Да,13.75,Да,2025-11-28,,Завершил
1,704249,1030,700669,1118,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,99.70588,Да,Да,60,Да,Да,14.0,Да,2025-11-29,,Завершил
1,707577,1030,702887,1158,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,100.0,Да,Да,60,Да,Да,12.75,Да,2025-11-29,,Завершил
1,707856,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-22,19,93.49224,Да,Нет,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,704472,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,99.33575,Да,Да,60,Да,Да,13.5,Да,2025-11-30,,Завершил
1,703963,1029,700669,1106,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,0,0.78304785,Нет,Нет,1,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,707740,1029,720071,1154,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,100.0,Да,Нет,60,Да,Да,14.0,Да,2025-12-05,,Завершил
1,706303,1029,720071,1107,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,100.0,Да,Да,60,Да,Да,15.0,Да,2025-12-04,,Завершил
1,704666,1030,732739,1197,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,15,80.58578,Да,Нет,60,Да,Да,15.0,Да,2025-12-03,,Завершил
1,704204,1029,699869,1149,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,18,91.91151,Да,Да,60,Да,Да,12.0,Да,2025-11-29,,Завершил
1,704491,1029,700669,1104,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,19,94.67071,Да,Да,60,Да,Да,14.0,Да,2025-11-30,,Завершил
1,704692,1030,700140,1041,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704609,1029,666876,1059,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,98.451385,Да,Да,60,Да,Да,15.0,Да,2025-11-30,,Завершил
1,704971,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,3.8372092,Нет,Нет,12,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704974,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,98.6482,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,704969,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,18,90.33836,Да,Нет,22,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704973,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,97.65269,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,703907,1029,720071,1069,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,19,94.57916,Да,Да,60,Да,Да,14.0,Да,2025-12-02,,Завершил
1,704970,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,709044,1030,732739,1197,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-22,20,96.57354,Да,Нет,60,Да,Да,15.0,Да,2025-12-05,,Завершил
1,705366,1029,700669,1104,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,0,0.11627907,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705489,1029,702887,1157,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705325,1029,700313,1147,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,100.0,Да,Да,60,Да,Да,15.0,Да,2025-12-05,,Завершил
1,705325,1029,727409,1147,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,100.0,Да,Да,60,Да,Да,15.0,Да,2025-12-05,,Завершил
1,705325,1029,699986,1147,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,100.0,Да,Да,60,Да,Да,15.0,Да,2025-12-05,,Завершил
1,704972,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,13,66.0299,Нет,Нет,8,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704976,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705766,1029,702887,1160,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,18,90.0,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,705135,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,100.0,Да,Да,60,Да,Да,14.0,Да,2025-11-29,,Завершил
1,705761,1030,700669,1118,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,4,23.785412,Нет,Нет,15,Нет,Да,,Не сдавал,,,Отчислен
1,706998,1030,700669,1118,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,718738,1029,732074,1188,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-10,2,18.478657,Нет,Нет,36,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,706352,1029,720071,1107,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,2,14.886474,Нет,Да,2,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,708722,1030,700140,1041,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-22,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,714393,1029,727409,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-01,4,27.609165,Нет,Да,17,Нет,Да,,Не сдавал,,,Отчислен
1,714393,1029,731445,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-01,4,27.609165,Нет,Да,17,Нет,Да,,Не сдавал,,,Отчислен
1,703932,1029,700015,1071,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,98.75988,Да,Да,60,Да,Да,14.0,Да,2025-11-26,,Завершил
1,704685,1030,700140,1041,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,706167,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,100.0,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,721819,1030,675754,1187,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-10-16,20,98.9625,Да,Нет,60,Да,Да,14.0,Да,2025-12-04,,Завершил
1,708297,1030,718519,1055,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-22,17,84.72687,Да,Да,60,Да,Да,15.0,Да,2025-12-03,,Завершил
1,706533,1029,699911,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-03,20,100.0,Да,Да,60,Да,Да,12.0,Да,2025-11-30,,Завершил
1,706533,1029,700592,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-03,20,100.0,Да,Да,60,Да,Да,12.0,Да,2025-11-30,,Завершил
1,708423,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.22727273,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,708423,1029,718537,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.22727273,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704529,1030,718895,1142,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,19,94.666664,Да,Да,60,Да,Да,13.0,Да,2025-11-29,,Завершил
1,706522,1029,699911,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-03,20,92.16753,Да,Да,60,Да,Да,10.0,Да,2025-11-29,,Завершил
1,706522,1029,700592,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-03,20,92.16753,Да,Да,60,Да,Да,10.0,Да,2025-11-29,,Завершил
1,708098,1030,718537,1056,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.54347825,Нет,Нет,54,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,708309,1030,718537,1056,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-22,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,706594,1029,699911,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,98.90096,Да,Да,60,Да,Да,12.0,Да,2025-11-29,,Завершил
1,706594,1029,700592,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,98.90096,Да,Да,60,Да,Да,12.0,Да,2025-11-29,,Завершил
1,706595,1029,699911,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,99.888885,Да,Да,60,Да,Да,12.0,Да,2025-11-30,,Завершил
1,706595,1029,700592,1150,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,99.888885,Да,Да,60,Да,Да,12.0,Да,2025-11-30,,Завершил
1,704184,1030,700140,1041,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,708057,1030,666876,1054,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,12.022281,Нет,Нет,6,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,710248,1030,700089,1108,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-24,20,99.791664,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,705293,1030,718537,1056,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-22,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705306,1029,667410,1113,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,17,85.948944,Да,Да,60,Да,Да,15.0,Да,2025-12-02,,Завершил
1,709741,1030,700140,1041,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-10-02,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,710251,1030,700089,1108,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-24,20,95.10663,Да,Да,60,Да,Да,15.0,Да,2025-11-28,,Завершил
1,706191,1029,700057,1073,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-22,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,706865,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,706865,1029,718537,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,703636,1029,727409,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,7,44.570778,Нет,Да,30,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,703636,1029,731445,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,7,44.570778,Нет,Да,30,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705128,1030,702887,1156,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,16,82.41063,Да,Да,60,Да,Да,14.0,Да,2025-12-02,,Завершил
1,706678,1029,700669,1104,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,20,97.88882,Да,Нет,60,Да,Да,12.0,Да,2025-12-06,,Завершил
1,726544,1030,700140,1166,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-11-01,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,703693,1030,700089,1070,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,100.0,Да,Да,60,Да,Да,14.25,Да,2025-11-30,,Завершил
1,704507,1030,700057,1053,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,17,84.87437,Да,Нет,60,Да,Да,15.0,Да,2025-12-04,,Завершил
1,707487,1029,699869,1067,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,16,82.32784,Да,Да,60,Да,Да,13.33,Да,2025-11-29,,Завершил
1,709221,1029,727409,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,709221,1029,731445,1148,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705382,1029,732430,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,705382,1029,718537,1190,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,707010,1029,700669,1104,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,707094,1029,700313,1147,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.0,Нет,Нет,3,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,707094,1029,727409,1147,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.0,Нет,Нет,3,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,707094,1029,699986,1147,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-10-13,0,0.0,Нет,Нет,3,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,704426,1030,700057,1053,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,0,0.0,Нет,Нет,0,Нет,Не сдавал,,Не сдавал,,,Отчислен
1,708386,1030,699970,1123,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-22,19,91.65486,Да,Да,60,Да,Да,15.0,Да,2025-11-29,,Завершил
1,704709,1030,702887,1158,Базовый,Python. Базовый уровень. Онлайн. 1 модуль,2025-09-19,20,99.266304,Да,Нет,60,Да,Да,13.0,Да,2025-11-30,,Завершил
1,703736,1029,718532,1058,Начальный,Python. Начальный уровень. Онлайн. 1 модуль,2025-09-19,2,12.004728,Нет,Да,6,Нет,Не сдавал,,Не сдавал,,,Отчислен
