,module,user_id,club_name,teacher_id,course_id,cohort_id,level_bin,enrollment_date,lessons_watched_total,lessons_watched_80_count,content_units_watched,view_criterion,webinar_attended,solved_hw_count,required_hw_done,current_control_passed,reflection_passed,pa_score,pa_passed,pa_date_msk,ia_passed,status_actual,feature_webinar_attended,feature_view_criterion,feature_required_hw_done,feature_current_control_passed,feature_reflection_passed,feature_reflection_available,feature_pa_score_ge_8,feature_pa_passed,status_by_doc_heuristic,status_by_best_heuristic
994,1,705796.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1160.0,0,2025-09-19,19,,95.0,1,0,60,1,1,,13.0,1,2025-12-10,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
995,1,702902.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1157.0,0,2025-09-19,3,,15.113636363636363,0,1,6,0,0,,,0,,,Отчислен,1,0,0,0,0,0,0,0,Dropped,Dropped
996,1,704164.0,Python. Начальный уровень. Онлайн. 1 модуль,718537.0,1029.0,1060.0,0,2025-09-19,19,,93.69303114400246,1,0,60,1,1,,13.0,1,2025-12-01,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
997,1,705092.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,2,,10.249534703023077,0,1,17,0,0,,,0,,,Отчислен,1,0,0,0,0,0,0,0,Dropped,Dropped
998,1,703347.0,Python. Начальный уровень. Онлайн. 1 модуль,700057.0,1029.0,1097.0,0,2025-09-19,20,,98.895710107551,1,1,60,1,1,,15.0,1,2025-11-26,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
999,1,705603.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1160.0,0,2025-09-30,19,,98.33333333333331,1,1,60,1,1,,14.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1000,1,702600.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1158.0,1,2025-09-19,20,,99.34782608695652,1,1,60,1,1,,13.5,1,2025-11-28,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1001,1,705492.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1161.0,0,2025-09-19,18,,91.9241192411924,1,1,60,1,1,,15.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1002,1,710749.0,Python. Базовый уровень. Онлайн. 1 модуль,675235.0,1030.0,1105.0,1,2025-09-25,20,,100.0,1,1,60,1,1,,15.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1003,1,703118.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1157.0,0,2025-09-19,7,,37.564362157039504,0,1,22,0,0,,,0,,,Отчислен,1,0,0,0,0,0,0,0,Dropped,Dropped
1004,1,711916.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1153.0,1,2025-09-29,5,,27.342738205365404,0,1,9,0,0,,,0,,,Отчислен,1,0,0,0,0,0,0,0,Dropped,Dropped
1005,1,705443.0,Python. Начальный уровень. Онлайн. 1 модуль,727409.0,1029.0,1148.0,0,2025-09-19,0,,0.0,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1006,1,707238.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1158.0,1,2025-09-19,20,,100.0,1,1,60,1,1,,14.5,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1007,1,710068.0,Python. Начальный уровень. Онлайн. 1 модуль,675235.0,1029.0,1146.0,0,2025-09-24,19,,94.42857142857144,1,1,60,1,1,,14.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1008,1,707749.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,20,,93.92073138635322,1,1,60,1,1,,14.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1009,1,705597.0,Python. Базовый уровень. Онлайн. 1 модуль,699911.0,1030.0,1120.0,1,2025-09-19,20,,98.01899429073342,1,1,60,1,1,,15.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1010,1,703756.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1158.0,1,2025-09-19,20,,99.25300647548566,1,1,60,1,1,,14.0,1,2025-11-28,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1011,1,705049.0,Python. Базовый уровень. Онлайн. 1 модуль,699912.0,1030.0,1109.0,1,2025-09-19,20,,97.58665904844824,1,1,60,1,1,,13.5,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1012,1,703814.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1156.0,1,2025-09-19,3,,15.0,0,0,9,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1013,1,706365.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1165.0,0,2025-09-19,19,,97.11111111111111,1,1,60,1,1,,12.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1014,1,706446.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1165.0,0,2025-09-19,20,,98.34541062801932,1,1,60,1,1,,12.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1015,1,705599.0,Python. Базовый уровень. Онлайн. 1 модуль,699907.0,1030.0,1121.0,1,2025-09-19,20,,92.48413537367026,1,1,60,1,1,,13.25,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1016,1,703534.0,Python. Начальный уровень. Онлайн. 1 модуль,699869.0,1029.0,1149.0,0,2025-09-19,19,,96.989898989899,1,0,60,1,1,,14.0,1,2025-12-05,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1017,1,702516.0,Python. Базовый уровень. Онлайн. 1 модуль,718895.0,1030.0,1143.0,1,2025-09-19,19,,95.65217391304348,1,1,60,1,1,,15.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1018,1,703562.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1153.0,1,2025-09-19,20,,98.91304347826087,1,1,60,1,1,,15.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1019,1,704532.0,Python. Базовый уровень. Онлайн. 1 модуль,699907.0,1030.0,1121.0,1,2025-09-19,20,,97.19949494949496,1,1,60,1,1,,13.5,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1020,1,706467.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1160.0,0,2025-09-19,15,,86.81642512077295,1,0,60,1,1,,13.0,1,2025-12-02,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1021,1,704580.0,Python. Базовый уровень. Онлайн. 1 модуль,699907.0,1030.0,1121.0,1,2025-09-19,20,,97.97727272727272,1,1,60,1,1,,13.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1022,1,705267.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1160.0,0,2025-09-19,17,,80.18503658446218,1,1,60,1,1,,12.5,1,2025-12-03,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1023,1,703785.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,20,,98.7094017094017,1,1,60,1,1,,10.33,1,2025-12-05,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1024,1,704458.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1156.0,1,2025-09-19,20,,99.77777777777776,1,1,60,1,1,,10.75,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1025,1,706232.0,Python. Начальный уровень. Онлайн. 1 модуль,700669.0,1029.0,1106.0,0,2025-09-19,17,,84.55775142731665,1,0,24,0,1,,,0,,,Отчислен,0,1,0,1,0,0,0,0,Dropped,Dropped
1026,1,705122.0,Python. Базовый уровень. Онлайн. 1 модуль,699907.0,1030.0,1122.0,1,2025-09-19,20,,97.6641414141414,1,0,60,1,1,,13.5,1,2025-11-29,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1027,1,705062.0,Python. Базовый уровень. Онлайн. 1 модуль,699911.0,1030.0,1120.0,1,2025-09-19,20,,97.47186539306104,1,1,60,1,1,,13.5,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1028,1,704380.0,Python. Базовый уровень. Онлайн. 1 модуль,699912.0,1030.0,1109.0,1,2025-09-19,19,,97.4223593445295,1,1,60,1,1,,12.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1029,1,705061.0,Python. Базовый уровень. Онлайн. 1 модуль,699907.0,1030.0,1122.0,1,2025-09-19,20,,94.62373737373736,1,1,60,1,1,,13.0,1,2025-11-28,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1030,1,705070.0,Python. Базовый уровень. Онлайн. 1 модуль,699907.0,1030.0,1122.0,1,2025-09-19,20,,95.31730346947738,1,1,60,1,1,,13.25,1,2025-11-28,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1031,1,703839.0,Python. Начальный уровень. Онлайн. 1 модуль,718526.0,1029.0,1057.0,0,2025-09-19,2,,10.189950980392156,0,1,7,0,0,,,0,,,Отчислен,1,0,0,0,0,0,0,0,Dropped,Dropped
1032,1,706575.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1158.0,1,2025-09-19,19,,95.0,1,1,60,1,1,,12.5,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1033,1,702697.0,Python. Начальный уровень. Онлайн. 1 модуль,666876.0,1029.0,1059.0,0,2025-10-01,0,,3.4397163120567376,0,0,6,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1034,1,706831.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1158.0,1,2025-09-19,20,,100.0,1,0,60,1,1,,15.0,1,2025-11-29,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1035,1,705454.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1160.0,0,2025-09-19,15,,82.77165128469906,1,1,15,0,0,,,0,,,Отчислен,1,1,0,0,0,0,0,0,Dropped,Dropped
1036,1,703273.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1158.0,1,2025-09-19,20,,99.33333333333331,1,1,60,1,1,,15.0,1,2025-11-28,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1037,1,702719.0,Python. Базовый уровень. Онлайн. 1 модуль,675235.0,1030.0,1116.0,1,2025-09-19,16,,82.88702239789197,1,1,60,1,1,,15.0,1,2025-12-02,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1038,1,707743.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,20,,99.44444444444444,1,1,60,1,1,,15.0,1,2025-12-04,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1039,1,704175.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,17,,91.8261627710566,1,1,60,1,1,,8.0,1,2025-12-04,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1040,1,704211.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,20,,100.0,1,1,60,1,1,,10.0,1,2025-11-28,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1041,1,702713.0,Python. Базовый уровень. Онлайн. 1 модуль,675235.0,1030.0,1116.0,1,2025-09-19,17,,87.44444444444444,1,1,60,1,1,,15.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1042,1,707746.0,Python. Начальный уровень. Онлайн. 1 модуль,699869.0,1029.0,1149.0,0,2025-09-19,19,,95.0,1,0,60,1,1,,13.0,1,2025-12-05,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1043,1,703000.0,Python. Базовый уровень. Онлайн. 1 модуль,675235.0,1030.0,1116.0,1,2025-09-19,20,,99.3181818181818,1,1,60,1,1,,15.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1044,1,706524.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1150.0,0,2025-10-01,20,,97.6329488317066,1,1,60,1,1,,12.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1045,1,705099.0,Python. Начальный уровень. Онлайн. 1 модуль,699869.0,1029.0,1149.0,0,2025-09-19,19,,96.9318181818182,1,1,60,1,1,,14.0,1,2025-12-03,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1046,1,703830.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,2,,18.700258397932817,0,1,4,0,0,,,0,,,Отчислен,1,0,0,0,0,0,0,0,Dropped,Dropped
1047,1,718610.0,Python. Начальный уровень. Онлайн. 1 модуль,699986.0,1029.0,1191.0,0,2025-10-10,0,,0.0,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1048,1,708902.0,Python. Начальный уровень. Онлайн. 1 модуль,666876.0,1029.0,1059.0,0,2025-09-22,0,,2.4444444444444446,0,0,9,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1049,1,703356.0,Python. Начальный уровень. Онлайн. 1 модуль,666876.0,1029.0,1059.0,0,2025-09-19,0,,1.966903073286052,0,0,10,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1050,1,703807.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,15,,82.25064599483204,1,0,60,1,1,,14.0,1,2025-12-04,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1051,1,705651.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1156.0,1,2025-09-19,3,,15.53623188405797,0,1,7,0,1,,,0,,,Отчислен,1,0,0,1,0,0,0,0,Dropped,Dropped
1052,1,703799.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,20,,98.22222222222224,1,1,60,1,1,,13.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1053,1,707754.0,Python. Базовый уровень. Онлайн. 1 модуль,732739.0,1030.0,1197.0,1,2025-09-19,20,,99.6808510638298,1,0,60,1,1,,13.0,1,2025-12-05,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1054,1,705829.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1154.0,0,2025-09-19,20,,98.0193236714976,1,1,60,1,1,,13.0,1,2025-12-03,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1055,1,706473.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1165.0,0,2025-10-01,19,,95.70685579196216,1,1,60,1,1,,12.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1056,1,708033.0,Python. Начальный уровень. Онлайн. 1 модуль,675235.0,1029.0,1146.0,0,2025-09-19,19,,93.54819938515593,1,1,60,1,1,,15.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1057,1,707274.0,Python. Начальный уровень. Онлайн. 1 модуль,700669.0,1029.0,1104.0,0,2025-09-19,17,,91.51593787245642,1,0,60,1,1,,11.0,1,2025-11-30,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1058,1,702884.0,Python. Начальный уровень. Онлайн. 1 модуль,667410.0,1029.0,1113.0,0,2025-10-13,16,,81.3024462945832,1,0,60,1,1,,14.0,1,2025-12-03,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1059,1,705484.0,Python. Начальный уровень. Онлайн. 1 модуль,730254.0,1029.0,1171.0,0,2025-10-13,20,,97.02328931347202,1,1,60,1,1,,14.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1060,1,705526.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1153.0,1,2025-09-19,19,,93.1159420289855,1,1,60,1,1,,15.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1061,1,705510.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1153.0,1,2025-09-19,20,,100.0,1,1,60,1,1,,14.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1062,1,706475.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1161.0,0,2025-09-19,19,,95.11111111111111,1,1,60,1,1,,13.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1063,1,706268.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1153.0,1,2025-09-19,18,,89.78260869565217,1,1,60,1,1,,14.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1064,1,703504.0,Python. Начальный уровень. Онлайн. 1 модуль,727409.0,1029.0,1152.0,0,2025-09-19,0,,0.0,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1065,1,706620.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1150.0,0,2025-10-02,19,,88.25130631962931,1,1,60,1,1,,11.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1066,1,703145.0,Python. Начальный уровень. Онлайн. 1 модуль,700669.0,1029.0,1106.0,0,2025-09-19,20,,98.77470355731224,1,0,60,1,1,,13.0,1,2025-11-30,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1067,1,705923.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1156.0,1,2025-09-19,0,,0.0,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1068,1,704502.0,Python. Базовый уровень. Онлайн. 1 модуль,718895.0,1030.0,1142.0,1,2025-09-19,15,,83.12201476335215,1,1,60,1,1,,15.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1069,1,705292.0,Python. Начальный уровень. Онлайн. 1 модуль,667410.0,1029.0,1117.0,0,2025-10-13,16,,87.03632105139276,1,1,60,1,1,,14.0,1,2025-12-01,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1070,1,702834.0,Python. Начальный уровень. Онлайн. 1 модуль,699977.0,1029.0,1167.0,0,2025-09-19,0,,0.0,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1071,1,703511.0,Python. Базовый уровень. Онлайн. 1 модуль,718895.0,1030.0,1143.0,1,2025-09-19,0,,0.0,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1072,1,706550.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1150.0,0,2025-10-01,20,,95.6129350290841,1,1,60,1,1,,12.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1073,1,706569.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1150.0,0,2025-10-01,20,,97.49806490588836,1,1,60,1,1,,12.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1074,1,706839.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1160.0,0,2025-09-19,18,,89.8913043478261,1,1,60,1,1,,12.33,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1075,1,703990.0,Python. Базовый уровень. Онлайн. 1 модуль,718895.0,1030.0,1143.0,1,2025-09-19,20,,99.14782608695651,1,1,60,1,1,,15.0,1,2025-12-01,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1076,1,708044.0,Python. Начальный уровень. Онлайн. 1 модуль,727409.0,1029.0,1152.0,0,2025-09-23,20,,98.53828689370484,1,1,60,1,1,,14.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1077,1,704319.0,Python. Начальный уровень. Онлайн. 1 модуль,727409.0,1029.0,1148.0,0,2025-10-13,5,,32.00966869962074,0,1,18,0,0,,,0,,,Отчислен,1,0,0,0,0,0,0,0,Dropped,Dropped
1078,1,704813.0,Python. Начальный уровень. Онлайн. 1 модуль,699903.0,1029.0,1110.0,0,2025-10-13,20,,98.56763285024157,1,1,60,1,1,,13.5,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1079,1,710924.0,Python. Начальный уровень. Онлайн. 1 модуль,727409.0,1029.0,1148.0,0,2025-09-25,1,,4.0625,0,1,1,0,0,,,0,,,Отчислен,1,0,0,0,0,0,0,0,Dropped,Dropped
1080,1,704199.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1158.0,1,2025-09-19,17,,84.8016240106897,1,1,60,1,1,,11.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1081,1,704758.0,Python. Базовый уровень. Онлайн. 1 модуль,718895.0,1030.0,1143.0,1,2025-09-19,3,,17.969565217391306,0,0,9,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1082,1,703176.0,Python. Базовый уровень. Онлайн. 1 модуль,718895.0,1030.0,1143.0,1,2025-09-19,0,,3.6458333333333335,0,0,9,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1083,1,703352.0,Python. Базовый уровень. Онлайн. 1 модуль,700089.0,1030.0,1108.0,1,2025-09-19,19,,94.7676282051282,1,1,60,1,1,,14.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1084,1,706809.0,Python. Базовый уровень. Онлайн. 1 модуль,700089.0,1030.0,1070.0,1,2025-09-19,15,,82.8580525909218,1,1,60,1,1,,14.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1085,1,703266.0,Python. Базовый уровень. Онлайн. 1 модуль,718537.0,1030.0,1056.0,1,2025-09-19,0,,1.9172062904717857,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1086,1,703793.0,Python. Начальный уровень. Онлайн. 1 модуль,720071.0,1029.0,1069.0,0,2025-09-19,20,,95.4155457507328,1,0,60,1,1,,12.0,1,2025-12-04,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1087,1,714559.0,Python. Начальный уровень. Онлайн. 1 модуль,700313.0,1029.0,1147.0,0,2025-10-13,0,,0.0,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1088,1,709163.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1156.0,1,2025-09-22,20,,99.44444444444444,1,1,60,1,1,,15.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1089,1,704720.0,Python. Базовый уровень. Онлайн. 1 модуль,718895.0,1030.0,1143.0,1,2025-09-19,20,,99.14199814986124,1,1,60,1,1,,13.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1090,1,706571.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1150.0,0,2025-10-02,20,,94.59506503804111,1,1,60,1,1,,12.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1091,1,706559.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1150.0,0,2025-09-19,19,,97.2631822386679,1,1,60,1,1,,12.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1092,1,707235.0,Python. Начальный уровень. Онлайн. 1 модуль,702887.0,1029.0,1160.0,0,2025-09-19,19,,97.33811285846438,1,1,60,1,1,,9.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1093,1,702963.0,Python. Начальный уровень. Онлайн. 1 модуль,675235.0,1029.0,1072.0,0,2025-09-19,20,,100.0,1,0,60,1,1,,8.33,1,2025-11-29,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1094,1,706747.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1153.0,1,2025-09-19,19,,95.0,1,0,60,1,1,,13.5,1,2025-11-30,,Завершил,0,1,1,1,0,0,1,1,Dropped,Completed
1095,1,702962.0,Python. Начальный уровень. Онлайн. 1 модуль,731102.0,1029.0,1184.0,0,2025-10-13,0,,0.0,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1096,1,706786.0,Python. Базовый уровень. Онлайн. 1 модуль,700669.0,1030.0,1118.0,1,2025-10-08,0,,0.0,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1097,1,703251.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1153.0,1,2025-09-19,18,,92.50210710247713,1,1,60,1,1,,14.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1098,1,706872.0,Python. Базовый уровень. Онлайн. 1 модуль,702887.0,1030.0,1156.0,1,2025-09-19,20,,96.70289855072464,1,1,60,1,1,,14.25,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1099,1,703233.0,Python. Начальный уровень. Онлайн. 1 модуль,666876.0,1029.0,1059.0,0,2025-09-19,16,,82.34278959810875,1,1,60,1,1,,15.0,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1100,1,706547.0,Python. Начальный уровень. Онлайн. 1 модуль,699911.0,1029.0,1150.0,0,2025-10-01,19,,94.01069703243616,1,1,60,1,1,,12.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1101,1,705163.0,Python. Начальный уровень. Онлайн. 1 модуль,718895.0,1029.0,1144.0,0,2025-09-19,4,,19.24083924349882,0,1,11,0,0,,,0,,,Отчислен,1,0,0,0,0,0,0,0,Dropped,Dropped
1102,1,704795.0,Python. Начальный уровень. Онлайн. 1 модуль,674580.0,1029.0,1127.0,0,2025-10-13,18,,94.14420803782504,1,1,60,1,1,,11.33,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1103,1,705771.0,Python. Начальный уровень. Онлайн. 1 модуль,675235.0,1029.0,1146.0,0,2025-09-19,0,,0.1111111111111111,0,0,0,0,0,,,0,,,Отчислен,0,0,0,0,0,0,0,0,Dropped,Dropped
1104,1,704742.0,Python. Базовый уровень. Онлайн. 1 модуль,700669.0,1030.0,1118.0,1,2025-09-19,17,,86.4825016963307,1,1,60,1,1,,14.75,1,2025-11-29,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1105,1,715474.0,Python. Базовый уровень. Онлайн. 1 модуль,675235.0,1030.0,1105.0,1,2025-10-03,19,,93.77020202020202,1,1,60,1,1,,14.0,1,2025-11-30,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
1106,1,707386.0,Python. Начальный уровень. Онлайн. 1 модуль,699869.0,1029.0,1068.0,0,2025-09-19,18,,92.104852876592,1,1,60,1,1,,12.0,1,2025-12-05,,Завершил,1,1,1,1,0,0,1,1,Completed,Completed
